objectid,title,creator,date,date-is-approximate?,Medium,description,identifier,dimensions,artist bio,artist quote,subject,location,latitude,longitude,source,type,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,credit_line,Nationality,Period,parentid
acm_125,Two Egyptian Dancers,Gray Layton,,,Watercolor on paper,,ACM.2022.078,21.5 x 29.5 in.,,,Arts Center of Mississippi;Highlights of the Collection;Watercolor on paper,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_125.png,/objects/acm_125.png,/objects/acm_125.png,,,City of Jackson Permanent Collection,,,
acm_126,Ligon-Gale Home,H. Radcliffe,,,,,ACM.2022.079,18.125 x 15 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,record,,,,,,City of Jackson Permanent Collection,,,
acm_127,Untitled,H.C. Wood,,,,,ACM.2022.080,39 x 40.25 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_127.png,/objects/acm_127.png,/objects/acm_127.png,,,City of Jackson Permanent Collection,,,
acm_128,Eclipse,Janice Hughes,,,,,ACM.2022.081,36 x 30 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_128.png,/objects/acm_128.png,/objects/acm_128.png,,,City of Jackson Permanent Collection,,,
acm_129,Sunflower River,Jean Oliver,,,,,ACM.2022.082,18.125 x 22.125 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_129.png,/objects/acm_129.png,/objects/acm_129.png,,,City of Jackson Permanent Collection,,,
acm_130,Untitled,Karl Wolfe,,,,,ACM.2022.083,23 x 29 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_130.png,/objects/acm_130.png,/objects/acm_130.png,,,City of Jackson Permanent Collection,,,
acm_131,Untitled,La RIta?,,,,,ACM.2022.084,32.75 x 41 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_131.png,/objects/acm_131.png,/objects/acm_131.png,,,City of Jackson Permanent Collection,,,
acm_132,Untitled,Lin Paris,,,,,ACM.2022.085,22 x 20 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,record,,,,,,City of Jackson Permanent Collection,,,
acm_133,Untitled,Marie Hull,,,,,ACM.2022.086,27.125 x 23.125 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_133.png,/objects/acm_133.png,/objects/acm_133.png,,,City of Jackson Permanent Collection,,,
acm_134,Ronald E. McNair,Marshall Bouldin III,1986,FALSE,oil on canvas,,ACM.1986.003,66.25 x 66.25 in.,,,Arts Center of Mississippi;Highlights of the Collection;oil on canvas,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_134.png,/objects/acm_134.png,/objects/acm_134.png,,,City of Jackson Permanent Collection,,,
acm_135,Progenation,Nate Theisen,2025,FALSE,"Plexiglass, LED spotlight",,ACM.2025.001,,,,"Arts Center of Mississippi;Highlights of the Collection;Plexiglass, LED spotlight",,,,Arts Center of Mississippi,artwork,English,,,record,,,,,,City of Jackson Permanent Collection,,,
acm_136,River Bluff at Vicksburg,Paul Campbell,May 1994,TRUE,,,ACM.1994.001,33.25 x 18.25 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_136.png,/objects/acm_136.png,/objects/acm_136.png,,,City of Jackson Permanent Collection,,,
acm_137,untitled,Pickenpaugh Pottery,,,,,ACM.2022.087,,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,record,,,,,,City of Jackson Permanent Collection,,,
acm_138,Untitled,R. Lee,1985,FALSE,,,ACM.1985.003,30.5 x 24.5 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_138.png,/objects/acm_138.png,/objects/acm_138.png,,,City of Jackson Permanent Collection,,,
acm_139,Untitled,Rick Anderson,1989,FALSE,,,ACM.1989.001,32.25 x 19.25 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_139.png,/objects/acm_139.png,/objects/acm_139.png,,,City of Jackson Permanent Collection,,,
acm_140,Untitled,Robert O. Webber,1982,FALSE,,,ACM.1982.003,35.25 x 29 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_140.png,/objects/acm_140.png,/objects/acm_140.png,,,City of Jackson Permanent Collection,,,
acm_141,There's Always Hope for Tomorrow Poster Design,Robin Martéa,2023,FALSE,"Gouache, watercolor, ink, and mixed media on paper",,ACM.2023.003,17 x 21 in.,,,"Arts Center of Mississippi;Highlights of the Collection;Gouache, watercolor, ink, and mixed media on paper",,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_141.png,/objects/acm_141.png,/objects/acm_141.png,,,City of Jackson Permanent Collection,,,
acm_142,Untitled,Laurel Schoolar,,,,,ACM.2022.088,40 x 30 in.,,,Arts Center of Mississippi;Highlights of the Collection;2011,,,,Arts Center of Mississippi,artwork,English,,,record,,,,,,City of Jackson Permanent Collection,,,
acm_143,Untitled,Shor,1967,FALSE,,,ACM.1967.001,17.25 x 21.25 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_143.png,/objects/acm_143.png,/objects/acm_143.png,,,City of Jackson Permanent Collection,,,
acm_144,The Answer Is...,SNAVÉ,2020,FALSE,Digital Photography,,ACM.2020.001,18 x 22 in.,,,Arts Center of Mississippi;Highlights of the Collection;Digital Photography,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_144.png,/objects/acm_144.png,/objects/acm_144.png,,,City of Jackson Permanent Collection,,,
acm_145,Captain Jackson Character Design,Stephen Butler (JXN Comics),2022,FALSE,Ink on Paper,,ACM.2022.089,8.5 x 11 in.,,,Arts Center of Mississippi;Highlights of the Collection;Ink on Paper,,,,Arts Center of Mississippi,artwork,English,,,record,,,,,,City of Jackson Permanent Collection,,,
acm_146,The Empty House,Vadah Cochran,,,,,ACM.2022.090,27 x 32.5 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_146.png,/objects/acm_146.png,/objects/acm_146.png,,,City of Jackson Permanent Collection,,,
acm_147,Untitled,Yentz,,,,,ACM.2022.091,33.25 x 27.75 in.,,,Arts Center of Mississippi;Highlights of the Collection,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_147.png,/objects/acm_147.png,/objects/acm_147.png,,,City of Jackson Permanent Collection,,,
acm_148,King Remembered in Time,Adrienne Domnick,2017,FALSE,Acrylic on Canvas,,ACM.2017.002,30 x 40 in.,"Adrienne Domnick is a multidisciplinary artist from Mississippi whose work is an exploration of celebrating black culture. She is best known for her large-scale hard-edge portraits. Her creative path weaves narratives that honor the resilience and creativity of black heroes, aiming to inspire and deepen society’s understanding of their impact.","""It represents my art style and where I'm from""
 

 ""My work highlights significant points in black culture. I use portraiture as a way to identify our black heroes in music, art, and advocacy. Revealing themes of vulnerability, raw emotions, and identity. My work is an exploration of high contrast imagery and hard edge shapes on various surfaces. Redefining blank spaces by manipulating light and darkness with bold colors within my composition. """,Arts Center of Mississippi;Recent Acquisitions;Exhibition 2024;Acrylic on Canvas,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_148.png,/objects/acm_148.png,/objects/acm_148.png,,"Artist Bio:
  Adrienne Domnick is a multidisciplinary artist from Mississippi whose work is an exploration of celebrating black culture. She is best known for her large-scale hard-edge portraits. Her creative path weaves narratives that honor the resilience and creativity of black heroes, aiming to inspire and deepen society’s understanding of their impact.
  
 

  Social / Website:
  Website: www.adriennedomnick.art 
  
 

  Instagram: adriennedomnick
  
 

  Exhibition Text:
  Since 2011, Adrienne Domnick has developed her artistic craft through a variety of mediums. As a multidisciplinary artist, Domnick creates work that responds to the social environment she grew up and lives in today. Inspired by the idea of the less focused “b-side” of records, this exhibition explores an ongoing journey and creative project that Domnick has worked on since the beginning of her artistic career. B SIDES serves as a cultural archive and music catalog delivered through a dynamic and bold series of paintings. This exhibition visually delivers a story of growth; growth of the artist and of the cultural impact of the musical artists featured. Domnick’s large scale paintings elevate her subjects to a larger than life status, lifting up the subject and memorializing these artists’ legacy and influence on the world around them. As a self described archivist, Domnick draws from an extensive record of music, books, and fashion when creating her art; striving to document and preserve Black culture in all of her work.",City of Jackson Permanent Collection,,,
acm_150,FVLLING,Fooly,2023,FALSE,Acrylic on canvas,,ACM.2023.005,48 x 30 in.,"Tyler Goliday is an artist from Starkville, Mississippi, known for his portraits in acrylic paint. His mastery of grisaille brings his subjects to the forefront, commanding attention against the vibrantly colored or intricately patterned backgrounds that define his pieces. Goliday's talent has been recognized in several prestigious venues. His debut was marked by his participation in the Municipal Art Gallery's (Re)mediation show, in Jackson, Mississippi. Further establishing his place in the art community, Goliday's work was featured on the cover of Jackson State University's Journal of Art and Theatre, and he has also been a notable participant in The Mashup, a platform for young, Black creatives in Mississippi. Additionally, his art was selected for exhibition at the Mississippi Museum of Art in Jackosn, showasing his growing influence and broad appeal of his work.","VLLING examines the themes of chaos and control, disorientation, and the human instinct to grasp for stability. The subject is captured in mid-fall, surrounded by a swirling vortex of sharp, jagged patterns that evoke a sense of spiraling descent. The grayscale subject, dressed in casual contemporary attire, reaches out against the oppressive black and white maelstrom, providing a stark contrast to the tumultuous backdrop.
 

 The feeling of movement is palpable, drawing the viewer into the unsettling experience of losing one's footing. The artwork is a masterful depiction of the sudden shifts that can occur in life's trajectory, the unpredictable moments that upend balance and certainty. Goliday's use of perspective and the illusion of depth creates a realistic sensation of falling, inviting empathy and reflection on the viewer's own experiences with upheaval and the fight for composure amidst life's challenges.",Arts Center of Mississippi;Recent Acquisitions;Exhibition 2024;Acrylic on canvas,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_150.png,/objects/acm_150.png,/objects/acm_150.png,,"Artist Bio:
  Tyler Goliday is an artist from Starkville, Mississippi, known for his portraits in acrylic paint. His mastery of grisaille brings his subjects to the forefront, commanding attention against the vibrantly colored or intricately patterned backgrounds that define his pieces. Goliday's talent has been recognized in several prestigious venues. His debut was marked by his participation in the Municipal Art Gallery's (Re)mediation show, in Jackson, Mississippi. Further establishing his place in the art community, Goliday's work was featured on the cover of Jackson State University's Journal of Art and Theatre, and he has also been a notable participant in The Mashup, a platform for young, Black creatives in Mississippi. Additionally, his art was selected for exhibition at the Mississippi Museum of Art in Jackosn, showasing his growing influence and broad appeal of his work.
  
 

  Social / Website:
  Insta: fooly.444
  
 

  Exhibition Text:
  Original Label:
  FVLLING is a dynamic and evocative painting that delves into the themes of chaos and control, disorientation, and the human instinct to grasp for stability. The subject is captured in mid-fall, surrounded by a swirling vortext of sharp, jagged patterns that evoke a sense of spiraling descent. The grayscale sujet, dressed in casual contemporary attire, reaches out against the oppressive black and white maelstrom, providing a stark contrast to the tumultuous backdrop. The feeling of movement is palpable, drawing the viewer into the unsettling experience of losing one's footing. The artwork is a masterful depiction of the sudden shifts that can occur in life's trajectory. The unpredictable moments that upend balance and certainty. Fooly's use of perspective and the illusion of depth that creates a realistic sensation of falling, inviting empathy and reflection on the viewer's own experiences with upheaval and the fight for composure amidst life's challenges.",City of Jackson Permanent Collection,,,
acm_151,distørtiøn2,JBUCK,2023,FALSE,Acrylic and tempera on canvas,,ACM.2023.006,20 x 20 in.,,,Arts Center of Mississippi;Recent Acquisitions;Exhibition 2024;Acrylic and tempera on canvas,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_151.png,/objects/acm_151.png,/objects/acm_151.png,,"Social / Website:
  Insta: jbuck.the.artist",City of Jackson Permanent Collection,,,
acm_153,Wind over Water,Lucie Wren Cooper,2024,FALSE,Ink pen on paper,,ACM.2024.001,12 x 10 in.,"Lucie Wren Cooper is a Jackson, MS native seeking solace in the beauty of her surroundings. After attending the MS School of the Arts in 2019, she began diving into solo studio work and pursuing a life dedicated to storytelling through imagery and music as well as learning the intricate craft of stained glass. Her practice revolves around the admiration of simple beauty, nature, the mundane, dreams, and nostalgia. Lucie’s paintings manifest in a fairly nonobjective way, but are always tied to memories of places, people, and light through use of acrylic on water soaked raw canvas and oil paints.",,Arts Center of Mississippi;Recent Acquisitions;Exhibition 2024;Ink pen on paper,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_153.png,/objects/acm_153.png,/objects/acm_153.png,,"Artist Bio:
  Lucie Wren Cooper is a Jackson, MS native seeking solace in the beauty of her surroundings. After attending the MS School of the Arts in 2019, she began diving into solo studio work and pursuing a life dedicated to storytelling through imagery and music as well as learning the intricate craft of stained glass. Her practice revolves around the admiration of simple beauty, nature, the mundane, dreams, and nostalgia. Lucie’s paintings manifest in a fairly nonobjective way, but are always tied to memories of places, people, and light through use of acrylic on water soaked raw canvas and oil paints.
  
 

  Social / Website:
  Insta: luciewrencooper",City of Jackson Permanent Collection,,,
acm_154,"Crepe Myrtle, Laurel St Park (Summer 2024)",Victoria Meek,2024,FALSE,Oil on canvas,,ACM.2024.002,11.5 x 14.5 in.,"Victoria Meek was raised in Meridian, Mississippi and has been based in Jackson since 2017. She received a B.F.A. in Painting & Drawing from the University of Southern Mississippi. And an M.A. in Museum Studies from New York University. Victoria has been in group exhibitions at Peter Freeman, Inc, New York; Pearl River Glass Studio; and Millsaps College. “Trees” is her first solo show. This Municipal Art Gallery exhibition focuses on drawings & paintings of trees or things in relationship with them. Much of the work was made between 2023-24, a period Victoria dedicated to observing and imagining trees in Jackson.","""It's a tree from a lovely park in the city.""",Arts Center of Mississippi;Recent Acquisitions;Exhibition 2024;Oil on canvas,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_154.png,/objects/acm_154.png,/objects/acm_154.png,,"Artist Bio:
  Victoria Meek was raised in Meridian, Mississippi and has been based in Jackson since 2017. She received a B.F.A. in Painting & Drawing from the University of Southern Mississippi. And an M.A. in Museum Studies from New York University. Victoria has been in group exhibitions at Peter Freeman, Inc, New York; Pearl River Glass Studio; and Millsaps College. “Trees” is her first solo show. This Municipal Art Gallery exhibition focuses on drawings & paintings of trees or things in relationship with them. Much of the work was made between 2023-24, a period Victoria dedicated to observing and imagining trees in Jackson.
  
 

  Social / Website:
  instagram: v.r.meek
  
 

  Exhibition Text:
  Trees is a focused exploration of the natural environment of central Mississippi through the eyes of Victoria Meek. Finding peace and restoration in nature is key to Meek’s practice; working in Jackson, Mississippi, Meek observes her surrounding environment with a keen interest in the accessibility of trees and their reliable presence as subjects for her work. When selecting a model Meek considers details such as the sway and movement of the tree, seeing them as dancers with their own sense of identity and drama. In addition to the natural world Meek is inspired by tradition defying artists such as Edouard Manet and Pierre Bonnard and like them Meek works en plein air observing her environment. Meek also finds inspiration in contemporary artists such as Jennifer Packer whose intentional incompleteness in her work aligns with Meek’s priority of creative process over the finished product in her artistic practice. In this exhibition Meek presents a collection of recent oil paintings, watercolors, and pencil drawings which despite the traditional medium explore her natural surroundings through a uniquely personal viewpoint.",City of Jackson Permanent Collection,,,
acm_155,Channel 3 (graphics on tv),Brenden Davis,2023,FALSE,"mixed media, acrylic, oil pastel, and graphite on wood board",,ACM.2023.007,24 x 36.5 in.,"Brenden Davis (b. 1997) is a multidisciplinary artist based in Jackson, Mississippi, working across painting, graphic design, and animation. Davis explores surrealism, abstraction, and interpersonal experience, focusing on self-perception and social dynamics. Drawing from personal history and cultural influences, they create abstract figures and dreamlike landscapes that challenge societal narratives and invite viewers into alternate realities. Through their work, Davis seeks to captivate, provoke reflection, and foster meaningful dialogue.","This piece was created during my time working as a graphic artist at WLBT 3 News, one of central Mississippi's most iconic media institutions. Channel 3 (graphics on tv) captures a moment of lived experience shaped by the unique intersections of creative labor, media production, and Southern identity. It also contributes to the preservation of local narratives and honors the creative workers behind the scenes of Mississippi’s creative media landscape.
 

 Created during my time as a graphic artist for WLBT 3 News, Channel 3 (graphics on tv) is a layered meditation on media labor, digital overload, and representation. A hunched figure stretches toward a laptop, surrounded by fragments of broadcast graphics, color marks, and overlapping forms. Elements of television production, such as the “title safe” overlay used to frame on-screen content, are repurposed as visual motifs that underscore the tension between clarity and constraint. The piece reflects on the often-invisible labor behind what becomes visible.","Arts Center of Mississippi;Recent Acquisitions;Exhibition 2025;mixed media, acrylic, oil pastel, and graphite on wood board",,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_155.png,/objects/acm_155.png,/objects/acm_155.png,,"Artist Bio:
  Brenden Davis (b. 1997) is a multidisciplinary artist based in Jackson, Mississippi, working across painting, graphic design, and animation. Davis explores surrealism, abstraction, and interpersonal experience, focusing on self-perception and social dynamics. Drawing from personal history and cultural influences, they create abstract figures and dreamlike landscapes that challenge societal narratives and invite viewers into alternate realities. Through their work, Davis seeks to captivate, provoke reflection, and foster meaningful dialogue.
  
 

  Social / Website:
  brendendavis.com
  
 

  Exhibition Text:
  Memory Corrupted: An Exploration of Time and Perception offers a carefully curated time capsule representing snapshots of artist Brenden Davis’ life experiences. Inspired by the way memories blur and reshape as time moves forward, Davis challenges expectation and creates complex visual narratives that breathe new life into traditional surrealist motifs. In these works Davis studies time and how his perception of the world around him has changed over the past eight years of his life. As an artist working with many mediums–including paint, clay, paper, and digital media–Davis is able to literally cut up and rearrange these visual representations of his memories and experiences to create a new, distorted interpretation of his journey through life. The vivid colors, chaotic style, and surreal nature of Davis’ work creates an opportunity for the viewer to find personal connections within the imagery despite the deeply personal nature of this archive.",City of Jackson Permanent Collection,,,
acm_156,Pretty Eyes,Bro. Shambé Jones,2025,FALSE,baby onesie and acrylic paint,,ACM.2025.002,17 x 20.75 in.,"Shambé Jones was born in the Midwest region. Champaign-Urbana Illinois where he started his creative journey at the age of 5. He grew up in a family full of artists, musicians, seamstresses, carpenters, photographers, farmers etc. There were also family friends who influenced his growth as an artist. He has always been inspired by music and nature and uses both of these muses to guide his process of creating. Visual art was the way in which he expressed not only how he interpreted the world, but it allowed him to vision the world the way he wanted to see it. 
 

 By the time he reached high school, he began entering illustration contests and the arts is how he spent much of his time. Working to perfect his skills and find which platform would be his focus, he attended Jackson State University, where he earned a B.A. in Fine Arts. 
 

 During his matriculation, he participated in the Jackson State University study abroad program in Côte D’Ivorie, Africa, where he spent the summer studying various forms of craftwork like sculpting, ceramics, brass casting, batik dying among other crafts. By way of Drew University this experience tremendously influenced his creativity and kinship to pyrography. He taught himself this art form in the year 2000 after being drawn to the handcraft skills he learned from the people of Coté D’Ivorie and natural elements (wood) that could be turned into art while being easily accessible. While pyrography is the visual art form that he is most drawn to, he continues to further his skills in painting, sculpture, ceramics, and mixed media. 
  
 His process of creating work depends on what medium he’s using. It usually starts with ideas that are formed in his mind. Once there is a blueprint of what's to be done, additional study, planning and or research is next to guide and influence the work. The next step is to gather all material that is needed to create the piece visualized. After gathering the materials his next process is to prepare the surface to be burned, painted, drawn on or created with. This could be anything from sanding, priming, or putting a basic sketch on a canvas or paper. During this process he gets his atmosphere together so that he has a good positive environment to work in, which usually involves nice music and incense.",,Arts Center of Mississippi;Recent Acquisitions;Exhibition 2025;baby onesie and acrylic paint,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_156.png,/objects/acm_156.png,/objects/acm_156.png,,"Artist Bio:
  Shambé Jones was born in the Midwest region. Champaign-Urbana Illinois where he started his creative journey at the age of 5. He grew up in a family full of artists, musicians, seamstresses, carpenters, photographers, farmers etc. There were also family friends who influenced his growth as an artist. He has always been inspired by music and nature and uses both of these muses to guide his process of creating. Visual art was the way in which he expressed not only how he interpreted the world, but it allowed him to vision the world the way he wanted to see it. 
  
 

  By the time he reached high school, he began entering illustration contests and the arts is how he spent much of his time. Working to perfect his skills and find which platform would be his focus, he attended Jackson State University, where he earned a B.A. in Fine Arts. 
  
 

  During his matriculation, he participated in the Jackson State University study abroad program in Côte D’Ivorie, Africa, where he spent the summer studying various forms of craftwork like sculpting, ceramics, brass casting, batik dying among other crafts. By way of Drew University this experience tremendously influenced his creativity and kinship to pyrography. He taught himself this art form in the year 2000 after being drawn to the handcraft skills he learned from the people of Coté D’Ivorie and natural elements (wood) that could be turned into art while being easily accessible. While pyrography is the visual art form that he is most drawn to, he continues to further his skills in painting, sculpture, ceramics, and mixed media. 
  
  His process of creating work depends on what medium he’s using. It usually starts with ideas that are formed in his mind. Once there is a blueprint of what's to be done, additional study, planning and or research is next to guide and influence the work. The next step is to gather all material that is needed to create the piece visualized. After gathering the materials his next process is to prepare the surface to be burned, painted, drawn on or created with. This could be anything from sanding, priming, or putting a basic sketch on a canvas or paper. During this process he gets his atmosphere together so that he has a good positive environment to work in, which usually involves nice music and incense.
  
 

  Exhibition Text:
  As an artist, Shambé creates art because he sees art as life. He feel that everything has a
  design and purpose. He also creates art based on history that he has studied, nature, and
  some of the materials that are used. His aim is to tap into the viewers subconscious and bring
  forth healing visually.
  He work in a variety of mediums but mostly in pyrography which is the burning of an image
  onto a surface ( mostly wood and sometimes leather) with a hot metal tip. Many times he has
  ideas that he wants to do , but he also lets the markings in the wood guide him in what image
  he’s going to create. For Shambé , every mark is intentional. Wood selection is also important to
  him. To help the environment he often use recycled materials donated from other artists and
  craftspeople. With this medium one of his biggest challenges is adding color to the wood without
  taking away from the sight of the wood grain itself. He doesn't want it to look like it has been
  painted. He overcame this problem by using wood stains.
  While using wood stain another problem occurred. He had to figure out a way to keep the
  stain from running and going into places where it’s not wanted. Painters tape works but he has
  trained himself to have more control of the stain along with a steady hand",City of Jackson Permanent Collection,,,
acm_157,Light of the Soul,George Sky Miles,,,edited photography,,ACM.2022.093,17.5 x 14 in.,"Art has been a part of George Miles Jr.’s life since he was in third grade. The artist, who creates art as Sky Miles, works in mediums such as photography, ceramics, watercolors, mixed media and more.
 

 “I got into (art) because of my community and my parents,” Miles says. “It was an artist who came in and did a workshop and gave us guidelines, and the teacher was amazed at the project I did based on the tips, so I got the spark early on.”
 

 Miles, a Starkville, Miss., native, received his associate’s degree in photojournalism from Hinds Community College in 2000, and went on to attend Jackson State University, where he graduated with a bachelor’s degree in liberal arts in 2002.“I formed a group of artists (that included ones such as Tony Davenport and Josh Hailey), and we started doing shows around the city. That’s when things started to take off; it became like a movement,” he says.Miles has worked for Ask For More Arts, which is a program of Ask For More Jackson (formerly known as Parents for Public Schools of Jackson) for the past seven years and has been its art director for three. The group’s goal is to build a creative foundation for students by incorporating art into the classrooms. He works with all students, from elementary to high school","Multiple piece - smallery framed photograph. Larger empty frame, and table with jars and items. Needs further documentation.",Arts Center of Mississippi;Recent Acquisitions;Exhibition 2025;edited photography,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_157.png,/objects/acm_157.png,/objects/acm_157.png,Light of the Soul by George Sky Miles,"Artist Bio:
  Art has been a part of George Miles Jr.’s life since he was in third grade. The artist, who creates art as Sky Miles, works in mediums such as photography, ceramics, watercolors, mixed media and more.
  
 

  “I got into (art) because of my community and my parents,” Miles says. “It was an artist who came in and did a workshop and gave us guidelines, and the teacher was amazed at the project I did based on the tips, so I got the spark early on.”
  
 

  Miles, a Starkville, Miss., native, received his associate’s degree in photojournalism from Hinds Community College in 2000, and went on to attend Jackson State University, where he graduated with a bachelor’s degree in liberal arts in 2002.“I formed a group of artists (that included ones such as Tony Davenport and Josh Hailey), and we started doing shows around the city. That’s when things started to take off; it became like a movement,” he says.Miles has worked for Ask For More Arts, which is a program of Ask For More Jackson (formerly known as Parents for Public Schools of Jackson) for the past seven years and has been its art director for three. The group’s goal is to build a creative foundation for students by incorporating art into the classrooms. He works with all students, from elementary to high school",City of Jackson Permanent Collection,,,
acm_158,Memory's Garden,Greta Koshenina,2023,FALSE,cyanotype digital collage and photogram on archival paper,,ACM.2023.008,15.25 x 21.5 in.,"Greta Koshenina is a multidisciplinary artist, documentarian, and curator from Water Valley, Mississippi. Koshenina earned a BA in Classics, an MA in Southern Studies, and an MFA in Documentary Expression from the University of Mississippi. Now based in Cleveland, MS, Koshenina is an adjunct professor at Delta State University. Along with Ben Powell and Graham Hamaker, Greta runs ALLUVIAL, a production company dedicated to telling Mississippi stories. Koshenina has received a Mississippi Arts Commission (MAC) Individual Project Grant, a MAC Mini-Grant, and Southern Studies' Sue Hart Award and Lucille and Motee Daniels Award. In July 2025, she showed her work in a solo exhibition at the Arts Center of Mississippi in Jackson, MS. Koshenina’s recent group exhibitions include ‘Heirloom’ at Dogwater Gallery, New Orleans, LA; ‘One Night Stand Motel Art Show,’ Oxford, MS; and ‘Miniatures’ at Bozarts Gallery, Water Valley, MS.","This artwork was one of the first pieces I created in the series that became ""Warping Southern Myths,"" which I exhibited at the Arts Center. The digital collage combines photos of me as a child with a contemporary photograph of my friend Macon's backyard, located across the street from my parents' house, where I grew up, in Water Valley. As I ran across the street to hang out with him and my boyfriend, I reflected on the symbolism of remaining in the same place through different stages of life and the importance of play and joy. The top print includes photograms of flowers from my mom's garden and Macon's yard.
 

 I'm deeply inspired by place, and when I created this piece, I was meditating on the meaning of home and how it shifts over time. I have called many places home over the years, but Water Valley's streets and woods hold childhood memories that are at once vivid and surreal like mythological tales. I look at the images of myself from years past, and I feel a tenderness for my younger self. This piece was inspired by a dream I had years ago, where I met my 5-year-old self in a field of wildflowers. This was a healing and transformative experience and dream, and since then, I have felt that version of Little Greta at peace.",Arts Center of Mississippi;Recent Acquisitions;Exhibition 2025;cyanotype digital collage and photogram on archival paper,,,,Arts Center of Mississippi,artwork,English,,,image,/objects/acm_158.png,/objects/acm_158.png,/objects/acm_158.png,,"Artist Bio:
  Greta Koshenina is a multidisciplinary artist, documentarian, and curator from Water Valley, Mississippi. Koshenina earned a BA in Classics, an MA in Southern Studies, and an MFA in Documentary Expression from the University of Mississippi. Now based in Cleveland, MS, Koshenina is an adjunct professor at Delta State University. Along with Ben Powell and Graham Hamaker, Greta runs ALLUVIAL, a production company dedicated to telling Mississippi stories. Koshenina has received a Mississippi Arts Commission (MAC) Individual Project Grant, a MAC Mini-Grant, and Southern Studies' Sue Hart Award and Lucille and Motee Daniels Award. In July 2025, she showed her work in a solo exhibition at the Arts Center of Mississippi in Jackson, MS. Koshenina’s recent group exhibitions include ‘Heirloom’ at Dogwater Gallery, New Orleans, LA; ‘One Night Stand Motel Art Show,’ Oxford, MS; and ‘Miniatures’ at Bozarts Gallery, Water Valley, MS.
  
 

  Social / Website:
  www.gretakoshenina.com
  
 

  insta: gretakoshenina
  
 

  Exhibition Text:
  Details fade upon waking from a dream; the mind forgets years of existence. As a multimedia installation artist, my work holds a moment and strips away the details, reminding us that what may seem concrete and captured is liminal and ephemeral. I combine cyanotype, film, and poetry in my installations, creating an immersive experience that guides the audience through a meditation on the soft underbelly of family mythology.
  
 

  I stitch together cyanotypes printed on antique linens and archival paper to form cyanotype collages. My clumsy red stitches stand out, symbolizing the loss of a traditional, generational craft in my family.
  
 

  My work explores the connection between spirit and the subconscious, as well as the personal and the universal. My art represents a journey to understand religion and spirituality from my perspective rather than a rigid viewpoint. I remain in Mississippi and retrace my past. I weave my narrative with collective symbolism: dream iconography, Madonna motifs, plant materials, and family photographs. My artistic practice is rooted in rituals that deepen my connections with family, friends, and community. As an archaeologist of memories and dreams, I examine culture and my family’s story through a spiritual lens.",City of Jackson Permanent Collection,,,
